orderid,buyer_userid,seller_userid,userid_x,device_x,dupe_x,userid_y,device_y,dupe_y,dlink
1955119840,155985518,133103872,155985518.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,133103872.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,1
1954337068,126273888,119057914,126273888.0,skl//WQ+HOxdahQB9Sb6AVTVqcFJ2SfnWjwXhNMvgbE=,True,119057914.0,skl//WQ+HOxdahQB9Sb6AVTVqcFJ2SfnWjwXhNMvgbE=,True,1
1953650566,193500878,184316086,193500878.0,pp2SpaSSGaOvJ4+OHtkk2PYEMLtwm1VTvb/YptvvEoI=,True,184316086.0,pp2SpaSSGaOvJ4+OHtkk2PYEMLtwm1VTvb/YptvvEoI=,True,1
1955447648,228037282,45617794,228037282.0,lnArGlZ8rs9zDZyVVgkL53ydx4+zqiC+YtVV+BM0vHS=,True,45617794.0,lnArGlZ8rs9zDZyVVgkL53ydx4+zqiC+YtVV+BM0vHS=,True,1
1955389836,26862332,26516230,26862332.0,8dlaqzbRkB39MxRRl4DIcwpZ7Xdb20Z/JkRLNh8LRVS=,True,26516230.0,8dlaqzbRkB39MxRRl4DIcwpZ7Xdb20Z/JkRLNh8LRVS=,True,1
1954585424,235457118,235460800,235457118.0,V8hLxnXTJ0ua3SyVjCt3D06uZ8sofMHU3NxVjS7k7Ay=,True,235460800.0,V8hLxnXTJ0ua3SyVjCt3D06uZ8sofMHU3NxVjS7k7Ay=,True,1
1955424168,159132118,187392042,159132118.0,/+k342+fSW3vt7c0D2tFH2R+gxQIUcz7Aejn6M8F16m=,True,187392042.0,/+k342+fSW3vt7c0D2tFH2R+gxQIUcz7Aejn6M8F16m=,True,1
1955424168,159132118,187392042,159132118.0,hvJQZ6kte6JRe2v8nR3YSGulMmAqOQ1KGB87nOyPJ10=,True,187392042.0,hvJQZ6kte6JRe2v8nR3YSGulMmAqOQ1KGB87nOyPJ10=,True,1
1955424168,159132118,187392042,159132118.0,jMI6cKgzSi/0LUBuEJht3kZKUCg/n03Sx+l3CF4Cg+m=,True,187392042.0,jMI6cKgzSi/0LUBuEJht3kZKUCg/n03Sx+l3CF4Cg+m=,True,1
1954842020,4437214,154680340,4437214.0,OR7MqRap27i4DBeLH9+feaN0uzmvF5RQchBAdoHi7cO=,True,154680340.0,OR7MqRap27i4DBeLH9+feaN0uzmvF5RQchBAdoHi7cO=,True,1
1953347616,21379502,20849020,21379502.0,Hm86ekeEmwlsiYqHEY5UUhJ/+8Dho36ZaRRolqnD8AA=,True,20849020.0,Hm86ekeEmwlsiYqHEY5UUhJ/+8Dho36ZaRRolqnD8AA=,True,1
1955388422,232793674,205139842,232793674.0,wravSe6XsxypAZzVSyBgLm/JgBTK91AiZpv/pynuThq=,True,205139842.0,wravSe6XsxypAZzVSyBgLm/JgBTK91AiZpv/pynuThq=,True,1
1956194794,120189696,91702034,120189696.0,C8FgMwtMW4IQH8L1ltwmmlMMznrnM6ywV0GtrTMAm6q=,True,91702034.0,C8FgMwtMW4IQH8L1ltwmmlMMznrnM6ywV0GtrTMAm6q=,True,1
1955427308,159132118,187392042,159132118.0,/+k342+fSW3vt7c0D2tFH2R+gxQIUcz7Aejn6M8F16m=,True,187392042.0,/+k342+fSW3vt7c0D2tFH2R+gxQIUcz7Aejn6M8F16m=,True,1
1955427308,159132118,187392042,159132118.0,hvJQZ6kte6JRe2v8nR3YSGulMmAqOQ1KGB87nOyPJ10=,True,187392042.0,hvJQZ6kte6JRe2v8nR3YSGulMmAqOQ1KGB87nOyPJ10=,True,1
1955427308,159132118,187392042,159132118.0,jMI6cKgzSi/0LUBuEJht3kZKUCg/n03Sx+l3CF4Cg+m=,True,187392042.0,jMI6cKgzSi/0LUBuEJht3kZKUCg/n03Sx+l3CF4Cg+m=,True,1
1956049858,235158274,140147938,235158274.0,rsYxycNhXYHhebmvvN2mOGSZkPL2wi0QIze7SMvclv4=,True,140147938.0,rsYxycNhXYHhebmvvN2mOGSZkPL2wi0QIze7SMvclv4=,True,1
1956344392,29689348,231810424,29689348.0,bGvR9cey+rry1FhUJrRw9djRmT9BtJlGu/vM8dbUQU0=,True,231810424.0,bGvR9cey+rry1FhUJrRw9djRmT9BtJlGu/vM8dbUQU0=,True,1
1954507148,7510548,233770140,7510548.0,42CQLpBOe+1ux7PDDAekeqaVzMFfAxDdNe3FZjcpPsO=,True,233770140.0,42CQLpBOe+1ux7PDDAekeqaVzMFfAxDdNe3FZjcpPsO=,True,1
1954507148,7510548,233770140,7510548.0,rhCGRr1PQjYVJcFvQtDAWJ2QfS8aAKhcBsykDTw3qGy=,True,233770140.0,rhCGRr1PQjYVJcFvQtDAWJ2QfS8aAKhcBsykDTw3qGy=,True,1
1954586704,235457118,235460800,235457118.0,V8hLxnXTJ0ua3SyVjCt3D06uZ8sofMHU3NxVjS7k7Ay=,True,235460800.0,V8hLxnXTJ0ua3SyVjCt3D06uZ8sofMHU3NxVjS7k7Ay=,True,1
1954331526,173236460,167623852,173236460.0,1Y2gsiwIp+C/SRKWz7+rFIepBqBJ6L7HVw0wCXeZD5O=,True,167623852.0,1Y2gsiwIp+C/SRKWz7+rFIepBqBJ6L7HVw0wCXeZD5O=,True,1
1954331526,173236460,167623852,173236460.0,FCYZHJCUnRQIuq7bRr0j3Qv9OTqBzmEKcaRPV0UmFny=,True,167623852.0,FCYZHJCUnRQIuq7bRr0j3Qv9OTqBzmEKcaRPV0UmFny=,True,1
1953995790,227124616,15459944,227124616.0,dHjXZIKVEUj2Z9TJeruG/jy1o0dkNR0N6SpZnJtpNW4=,True,15459944.0,dHjXZIKVEUj2Z9TJeruG/jy1o0dkNR0N6SpZnJtpNW4=,True,1
1953995790,227124616,15459944,227124616.0,nJCFVqzy2ODFURCeckmQddY8zmiK8Bi8iZ+ZtGmZhqm=,True,15459944.0,nJCFVqzy2ODFURCeckmQddY8zmiK8Bi8iZ+ZtGmZhqm=,True,1
1955958696,223814202,124770776,223814202.0,2JYI7SmYrgsaCfVvYKVpp62e0Ac74NwzCq1EzazoMUm=,True,124770776.0,2JYI7SmYrgsaCfVvYKVpp62e0Ac74NwzCq1EzazoMUm=,True,1
1955958696,223814202,124770776,223814202.0,pkYLBqjzJFWGXtbNTSPCT6gK0EkaFB+4gtmBb+e4bVu=,True,124770776.0,pkYLBqjzJFWGXtbNTSPCT6gK0EkaFB+4gtmBb+e4bVu=,True,1
1955985684,228586386,150947486,228586386.0,j76ZDJS7nV21K0lDshi/i5Z8bh9U1gnM1UsMkKMkBGy=,True,150947486.0,j76ZDJS7nV21K0lDshi/i5Z8bh9U1gnM1UsMkKMkBGy=,True,1
1955671138,199557406,79147614,199557406.0,K6K5kdNl6L7xvksIlL0JM4s79imLL2nxF6Mi1oddkbm=,True,79147614.0,K6K5kdNl6L7xvksIlL0JM4s79imLL2nxF6Mi1oddkbm=,True,1
1955672074,155985518,133103872,155985518.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,133103872.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,1
1954837918,231319052,63428722,231319052.0,/val2Ne0VDkj9tiBEqVKNKqBeILutlfCDaY6YDfhFay=,True,63428722.0,/val2Ne0VDkj9tiBEqVKNKqBeILutlfCDaY6YDfhFay=,True,1
1953985740,227124616,15459944,227124616.0,dHjXZIKVEUj2Z9TJeruG/jy1o0dkNR0N6SpZnJtpNW4=,True,15459944.0,dHjXZIKVEUj2Z9TJeruG/jy1o0dkNR0N6SpZnJtpNW4=,True,1
1953985740,227124616,15459944,227124616.0,nJCFVqzy2ODFURCeckmQddY8zmiK8Bi8iZ+ZtGmZhqm=,True,15459944.0,nJCFVqzy2ODFURCeckmQddY8zmiK8Bi8iZ+ZtGmZhqm=,True,1
1956150932,228747390,115345524,228747390.0,DIr6mFu1qZcdIcBCqAKcnr2I9E1enPyujV8oFmSpTRA=,True,115345524.0,DIr6mFu1qZcdIcBCqAKcnr2I9E1enPyujV8oFmSpTRA=,True,1
1954133344,208116344,66672466,208116344.0,3yzEc/sKlLxgP+3AbhUW3GUS8Jm/lziJcetNU7c9ELu=,True,66672466.0,3yzEc/sKlLxgP+3AbhUW3GUS8Jm/lziJcetNU7c9ELu=,True,1
1954421458,194668436,56051704,194668436.0,RW8Dr64kqh9E1zTGrBffdm4L7u++8/zkNsyOX3rIh0S=,True,56051704.0,RW8Dr64kqh9E1zTGrBffdm4L7u++8/zkNsyOX3rIh0S=,True,1
1956375912,205791860,133996670,205791860.0,v5/PsuA3OuqhT0cPg1Kzi6CxPtyP2MNB7C+3V22BoV4=,True,133996670.0,v5/PsuA3OuqhT0cPg1Kzi6CxPtyP2MNB7C+3V22BoV4=,True,1
1956256924,219277150,221267420,219277150.0,4E2CBPMrFXwNIMdVjauvGN7OLaRLeFuuZEMXuWtT338=,True,221267420.0,4E2CBPMrFXwNIMdVjauvGN7OLaRLeFuuZEMXuWtT338=,True,1
1953500928,159250282,171413150,159250282.0,PXnTLvKjX57erYa5XVypbTm5C9+AUTLYTCXh+NZC8iy=,True,171413150.0,PXnTLvKjX57erYa5XVypbTm5C9+AUTLYTCXh+NZC8iy=,True,1
1953500928,159250282,171413150,159250282.0,yGos0Ei6xP36h+uivScHsk+PRgGrSRvKPbwP8cSYfAc=,True,171413150.0,yGos0Ei6xP36h+uivScHsk+PRgGrSRvKPbwP8cSYfAc=,True,1
1953489172,173525902,118810330,173525902.0,WqQxGSd6OVxI4JTjqLmKcBdlkOYiJ54/ohsV+4bt2bO=,True,118810330.0,WqQxGSd6OVxI4JTjqLmKcBdlkOYiJ54/ohsV+4bt2bO=,True,1
1955304080,100918044,68742042,100918044.0,NTx6kOhzZHaCHnujoP21JDOqUoBs6xoQ0HYhav4J0H0=,True,68742042.0,NTx6kOhzZHaCHnujoP21JDOqUoBs6xoQ0HYhav4J0H0=,True,1
1954818070,4437214,154680340,4437214.0,OR7MqRap27i4DBeLH9+feaN0uzmvF5RQchBAdoHi7cO=,True,154680340.0,OR7MqRap27i4DBeLH9+feaN0uzmvF5RQchBAdoHi7cO=,True,1
1953636376,12393508,10398992,12393508.0,o7jOJBvhZG/l36jBxYvyqF3wunzfEs9B0Nr3Bp3I4Tg=,True,10398992.0,o7jOJBvhZG/l36jBxYvyqF3wunzfEs9B0Nr3Bp3I4Tg=,True,1
1953356962,234517566,132443726,234517566.0,Haj9Z5nEuMpdrjjP+WPRTsDcxsRcjm6buzjVrztMhTg=,True,132443726.0,Haj9Z5nEuMpdrjjP+WPRTsDcxsRcjm6buzjVrztMhTg=,True,1
1955912568,201927868,189692384,201927868.0,F2ilvIdHt4LosIYG3WomjiPeZVMmMDNSygxyFvn81wg=,True,189692384.0,F2ilvIdHt4LosIYG3WomjiPeZVMmMDNSygxyFvn81wg=,True,1
1955912568,201927868,189692384,201927868.0,SJaR112Py2SbWlBwHc5yEZ+j9R6zgkK0s+rxYrGJT9g=,True,189692384.0,SJaR112Py2SbWlBwHc5yEZ+j9R6zgkK0s+rxYrGJT9g=,True,1
1955166134,6024908,25630534,6024908.0,7IzB6Qu4cz/CqLf2EA3lWnVk+n5CLv6IsAj81RPcrjI=,True,25630534.0,7IzB6Qu4cz/CqLf2EA3lWnVk+n5CLv6IsAj81RPcrjI=,True,1
1955166134,6024908,25630534,6024908.0,88OefAe2NuAa/JQWuu8cNMF30GDEHyVq7HTKJ87GFlq=,True,25630534.0,88OefAe2NuAa/JQWuu8cNMF30GDEHyVq7HTKJ87GFlq=,True,1
1955166134,6024908,25630534,6024908.0,SfXZRiBnbkSDT65aa/GLBjOzaQ8KCWLMUccLDK4ohuq=,True,25630534.0,SfXZRiBnbkSDT65aa/GLBjOzaQ8KCWLMUccLDK4ohuq=,True,1
1955166134,6024908,25630534,6024908.0,ZQzJzbZ0Rk5oDtpI5VAbZgu4JMxP3l0+9oIY4argdxK=,True,25630534.0,ZQzJzbZ0Rk5oDtpI5VAbZgu4JMxP3l0+9oIY4argdxK=,True,1
1955166134,6024908,25630534,6024908.0,b0TSHXQqF3U+94ovaewc99BAGed8xF2dV0cIZ4QHQ9I=,True,25630534.0,b0TSHXQqF3U+94ovaewc99BAGed8xF2dV0cIZ4QHQ9I=,True,1
1954554226,32834366,188151804,32834366.0,1KNEOFRIZaFcFx5+S+bOxyWuWBbITxnfoM7j6aZg05y=,True,188151804.0,1KNEOFRIZaFcFx5+S+bOxyWuWBbITxnfoM7j6aZg05y=,True,1
1954884760,234396926,219338060,234396926.0,IHB5e1kQu23NY1c3DM7v15Uyp0pjLxH2R3rB47fiwnI=,True,219338060.0,IHB5e1kQu23NY1c3DM7v15Uyp0pjLxH2R3rB47fiwnI=,True,1
1956058406,235461638,5708826,235461638.0,g1Ff3x8GmGmOAioJuyZfPjKtetyWT8FNyNxHV694Q1E=,True,5708826.0,g1Ff3x8GmGmOAioJuyZfPjKtetyWT8FNyNxHV694Q1E=,True,1
1954161738,163260544,24392848,163260544.0,ebgoiYBsFzQeTiX6ugr9YURFkSoqDgBKunmRw4Fi/Cm=,True,24392848.0,ebgoiYBsFzQeTiX6ugr9YURFkSoqDgBKunmRw4Fi/Cm=,True,1
1955680518,222658972,209556392,222658972.0,91EIYfninM2DggDSbRXha992o5R/jBJQjP3V0fm800c=,True,209556392.0,91EIYfninM2DggDSbRXha992o5R/jBJQjP3V0fm800c=,True,1
1953844046,155985518,133103872,155985518.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,133103872.0,mXMinTptrdP3oRZVouadvY8pFTEnc59iXSa1NQ7N7O8=,True,1
